username,text,date
marisabel,@talitaporto_ Nao lembra o cara q brigou comigo pq eu falei q ele tinha roubado ficha?,2019-05-17 15:03:02 UTC
Marcelo C. De Souza,"Se a Globo seguisse os passos do Lula como segue os do presidente #Bolsonaro , Lula não teria roubado tanto.",2019-05-17 15:03:01 UTC
SimNotícias,Polícia Rodoviária recupera veículo roubado e apreende maconha em fiscalização na BR 101  https://t.co/jkq8Ucu8Ah https://t.co/45McEzxMv5,2019-05-17 15:00:57 UTC
Fazendo Contas,"Carro com Isenção | Meu Veículo foi Roubado, e agora? https://t.co/bYZZhvUpp2 https://t.co/91dt0qoETq",2019-05-17 15:00:16 UTC
Ster,@unusual_vampire @simonabcruz n foi bem roubado q ele continuava atrás de mim e eu é q n o quis mais né,2019-05-17 14:51:48 UTC
Sempre Trouxa,"Passando no jornal,  que já tem Wi-Fi liberado ônibus....

Mais cllr pra ser roubado aiaiia kakak",2019-05-17 14:51:10 UTC
Eduardo Slepetys,"@RenovaMidia Por abstinência também passam os corruptos esquedopatas.. acabou o ópio do dinheiro fácil, roubado da população.",2019-05-17 14:50:58 UTC
Lucena,@Dannynfetamina @afugitivee @garantido @GutaZagury Amg ainda dá tempo de ter esse coração roubado pelo maior campeão,2019-05-17 14:50:09 UTC
parkercanhão.hxc,"@FuckMementoMori É o que dar vir a um palácio fancy, fui totalmente roubado",2019-05-17 14:40:36 UTC
VDIXL,@thwsadgirl se n tivessem roubado eu iria todo dia lá a massa n ia falta,2019-05-17 14:40:20 UTC
Pedro,sonhei que eu tinha roubado uma biz (???),2019-05-17 14:34:54 UTC
Bella Chagas,"O tempo que roubado foii,não  poderá  se comparar aquilo que o senhor tem preparado ao que clamar❤❤🎵🎵🎵🎵",2019-05-17 14:31:43 UTC
Flavio Fernandes,@LulaOficial 😂😂😂😂🤣🤣🤣🤣 a palhaçada não tem fim. O dinheiro roubado do 🇧🇷 foi tanto q a esgotosfera não para. https://t.co/AuBLpsTrT1,2019-05-17 14:29:52 UTC
pinheiro Junior,@Estadao Chefe de facção e o molusco que consegui calar a boca da emprensa con dinheiro roubado,2019-05-17 14:29:02 UTC
PT ®️,Já estou a preparar o evento na rotunda do Sr. Roubado. Algum sítio com o nome mais perfeito? Já que é tudo roubado?,2019-05-17 14:25:50 UTC
"vídeo game, hot pocket e tang",@CancerJack Qualquer um doa dois já teria roubado a moeda há muito tempo,2019-05-17 14:25:47 UTC
nilo gomes,@zeca_dirceu EXPLICA  SER ELEITO  COM DINHEIRO  ROUBADO PELO  PAI,2019-05-17 14:25:40 UTC
mariana ué,o cara tá ORGULHOSO de ter sido roubado sua vida inteira,2019-05-17 14:25:32 UTC
Patrocínio,Se fosse na praia grande todo mundo ia ser roubado e a série acabaria https://t.co/u0YbTeFdcv,2019-05-17 14:23:07 UTC
Gustavo Marchiori,@pcfilho Rapaz o Fluminense virou o Brasil pra ser roubado todo jogo?,2019-05-17 14:21:46 UTC
Anderson da silva,@Esp_Interativo Como que Fabinho que foi um ótimo lateral com Tite mesmo sendo volante não Liverpool foi roubado e esquecido desse jeito?,2019-05-17 14:21:43 UTC
acabada,Se fosse no Brasil há teriam roubado https://t.co/XpOX6T2MhT,2019-05-17 14:21:18 UTC
"Arya, eu te amo",Meses juntando dinheiro pra comprar um celular e ele ser roubado kkkkk socorro,2019-05-17 14:15:11 UTC
Nem dos dramas!🎭sdv,"Carro da minha prima foi roubado hj em Ouro Preto, Olinda, é um Palio cinza, placa KLD 6157, se souber informações, fala no inbox.",2019-05-17 14:11:10 UTC
gustavo,@Maots_a @jairbolsonaro Quando o dinheiro 💰 roubado pelo pt for devolvido...!! 😉,2019-05-17 14:10:49 UTC
"Iurindo, Iuri voltando","Na moral tava vendo os highlights do jogo de ontem e meu deus, Golden state é roubado de mais",2019-05-17 14:08:35 UTC
brunao,Andreas pereira se n for convocado = roubado.,2019-05-17 14:05:13 UTC
Michael Streidl,"Carro com Isenção | Meu Veículo foi Roubado, e agora? - Despnet https://t.co/Mh1kDya5RU via @Despnet",2019-05-17 14:03:00 UTC
Vulcão,"@limagediel Se você estivesse vivo, eu não teria roubado, eu roubei pra te salvar!!!!!",2019-05-17 14:02:29 UTC
Eduardo Hosda,@QuebrandoOTabu Aquele que é roubado pelo estado(via imposto) todo o dia e tem coragem de pedir mais. Bom dia.,2019-05-17 13:59:30 UTC
Edson J. C,@RenovaMidia @ecbrenan Dinheiro roubado pela gangue do PT!,2019-05-17 13:58:30 UTC
Fucking Boy,"Acabei de descubrir que fui ROUBADO pela vivo
Não fechem com essa empresa vai toma no cu",2019-05-17 13:56:24 UTC
T1 Notícias,Jovem é presa por utilizar celular roubado e não devolvê-lo a vítima ou a polícia https://t.co/4aXDmFKb4m https://t.co/OqOQjgMv2j,2019-05-17 13:54:28 UTC
Mario Bloot,A meta d n ser roubado foi concluída,2019-05-17 13:50:15 UTC
Luiz Menezes,"@anderson_lcjr @felpzapzap @Rakin Pior que ele ainda é, mas hoje o devem ter roubado a coleção de tênis dele, pq o maluco tava muito tiltado",2019-05-17 13:46:44 UTC
portalgazetadigital,"Em Várzea Grande, após roubar o celular de um motorista de aplicativo de transportes homem é preso.
#GazetaDigital

https://t.co/hla5ssO30D",2019-05-17 13:45:19 UTC
SAPO Desporto,"Perdeu uma perna num acidente de viação e hoje serve pizzas em Málaga. A vida de Darío Silva dava um filme...👇
https://t.co/qupBurQAJc",2019-05-17 13:43:57 UTC
vinicius,@takeggs e vai ver que não foi falta e admitir que foi roubado..,2019-05-17 13:39:27 UTC
miguel bortoli,"@SigaEnem Tomara que não tenha, o dinheiro que me é roubado é pra educação básica e segurança #privatizatudo",2019-05-17 13:30:09 UTC
PNB Online,"Com arma de brinquedo, motorista de aplicativo tem celular roubado https://t.co/oF3KyrFnM0",2019-05-17 13:29:11 UTC
ؘ,Q jogo roubado meu deus,2019-05-17 13:26:29 UTC
Barcell0s,@itzjhenifer @KEpefani Kkkkkk sendo roubada ao vivo,2019-05-17 15:16:58 UTC
Domênico,@GuimaraesLiih @Haddad_Fernando O candidato dos ladrões? Você vota pra ser roubada?,2019-05-17 15:01:30 UTC
Brenin 💸😈,@AloRochaa aos 16 só carga roubada,2019-05-17 15:01:07 UTC
Max,"Moto roubada ontem em Quintino 
@GMRio @OperacoesRio @OperacoesSegov @OperacoesRj @DetranRJ https://t.co/bdW3Uaoinv",2019-05-17 15:00:56 UTC
Ju,@Arthurr_Lopess Po maior roubada ir nessa chuva. Minha rua tava alagada kkkkkk,2019-05-17 14:59:22 UTC
Futmais,"A torcida do PAOK mostrando no alambrado uma moto roubada dos torcedores do Olympiacos! 

A rivalidade... https://t.co/ISO9OTVDVQ",2019-05-17 14:46:59 UTC
Karen Alves 🦋,"@layslima00 Era em manguinhos, disseram que foi carga roubada!!!",2019-05-17 14:45:25 UTC
Hellow,"@hi_kika tarra vendendo mercadoria roubada, a última vez ele foi preso por tráfico",2019-05-17 14:43:51 UTC
te,agr é torcer p n ser roubada,2019-05-17 14:42:41 UTC
sunny,...acho que fui roubada.,2019-05-17 14:39:26 UTC
gigi,entre ser roubada e ajudada e ser roubada e roubada eu fico com Haddad 1 opção,2019-05-17 14:38:02 UTC
Portal Costa Norte,"Homem é preso por receptação de moto roubada, em Caraúbas https://t.co/FYE7oh2bQl",2019-05-17 14:37:24 UTC
O saturado💸💸💸,"@MaFre_x Era roubada a moto,ele tava de fulga ?
Kkkkkk crlh",2019-05-17 14:36:11 UTC
Lana♡ ▪ ¶€®$0π∆ ▪ HYYH 🎈,@taeshok Acho que se fossem assassinado de anjo ficaria melhor sla dizjjsjzjsbs,2019-05-17 15:04:44 UTC
Jorge Salema,"@bmiguelmacedo Ai o malandro do PS! Levou logo tanto mortos, o velhaco. Eh eh. Não podia ter assassinado só 50? Logo mais de 100!  Chi! Chi!",2019-05-17 14:59:05 UTC
ILHÉUS.NET,ILHÉUS: HOMEM É ASSASSINADO EM LAVA JATO NO MALHADO #SextaDetremuraSDV https://t.co/511Qa6tfu0 https://t.co/XP8kMkJEgm,2019-05-17 14:53:45 UTC
RICTV Record SC,Homem é assassinado com três tiros no Norte do Estado. #NDMais https://t.co/nXQfhZnqTz,2019-05-17 14:27:02 UTC
ND Mais,Homem é assassinado com três tiros no Norte do Estado. #NDMais https://t.co/gkhmuJlyab,2019-05-17 14:27:02 UTC
Zelinda Barros,"Quem vai pagar pela morte do professor Jean Rodrigo, assassinado na frente do filho? https://t.co/slODhA0wh4",2019-05-17 14:22:05 UTC
JANILTON JESUS,Homem é assassinado em Quijingue-BA esposa é acusada de pagar R$ 40 reais pelo crime https://t.co/nRkuymMd3P,2019-05-17 14:12:17 UTC
sensuellen♈⚠️💕,Venezuelanos:  Casal é assassinado com 18 facadas no próprio sítio https://t.co/zvTunpMdni,2019-05-17 14:05:41 UTC
Portal Diário 1,Em Alhandra: Homem é assassinado com vários disparos de arma de fogo na cabeça https://t.co/qNskF39ZNS,2019-05-17 13:59:07 UTC
Léo Ferreira,Em Alhandra: Homem é assassinado com vários disparos de arma de fogo na cabeça https://t.co/GffFIG3n2O,2019-05-17 13:57:24 UTC
Laurent Gabriel,E usem o https://t.co/EvJV06QpQB para ler a matéria. https://t.co/o7CKjyQsFP,2019-05-17 13:53:29 UTC
constancio negaro,Colaborador de vereador ouvido no caso Marielle Franco é assassinado no Rio https://t.co/DWc3ZpWzZB,2019-05-17 13:48:37 UTC
Clown Careca,Colaborador de vereador ouvido no caso Marielle Franco é assassinado no Rio https://t.co/mvvSmiTbR7,2019-05-17 13:46:30 UTC
Brasília In Foco News,"“Mundo ainda não fez nada”, diz noiva de jornalista assassinado https://t.co/VvwVPXTAbN https://t.co/TOxfjecyN9",2019-05-17 13:44:48 UTC
Fala Serio,Homem é assassinado a tiros na zona rural de Canaã dos Carajás https://t.co/kg83su0whk https://t.co/HwNC52xX50,2019-05-17 13:33:45 UTC
Isabela,Advogado � assassinado dentro de casa na Grande BH https://t.co/CYm8xX8vhd,2019-05-17 13:11:28 UTC
JH Notícias,BRIGA POR MULHER – Haitiano é assassinado com facada no coração; suspeito foi preso https://t.co/gj3ke0jY7D https://t.co/8FULPjt1nG,2019-05-17 12:54:46 UTC
Édio Ilson Vargas,E ALGUÉM DUVIDA QUE O JUDICIÁRIO BRASILEIRO É O PRÓPRIO CRIME ORGANIZADO? https://t.co/Fk7Lrr5Gbw,2019-05-17 12:54:43 UTC
Trax Machado,Raquel sonhou que eu fui assassinado pelo DEDÉ DO VASCO™,2019-05-17 12:46:18 UTC
Band.com.br,"""O mundo ainda não fez nada"", afirma noiva de jornalista assassinado https://t.co/AetBPGPLGU https://t.co/k4OONDGctn",2019-05-17 12:44:34 UTC
Genefax,FEIRA TÁ BARRIL: Homem é brutalmente assassinado com tiros no olho e na cabeça https://t.co/wyfXOvTbuZ,2019-05-17 12:42:44 UTC
AGORA NOTÍCIAS BRASIL,"“Mundo ainda não fez nada”, diz noiva de jornalista assassinado https://t.co/nEEXgVfwHn",2019-05-17 12:39:49 UTC
Rose Barros . ANB 🇧🇷🌏,"“Mundo ainda não fez nada”, diz noiva de jornalista assassinado https://t.co/zzV1sCxs4S",2019-05-17 12:39:23 UTC
rondoniadinamica,"""Mundo ainda não fez nada"", diz noiva de jornalista assassinado
 
https://t.co/Cn9e3uzauk",2019-05-17 12:38:06 UTC
Estado Online,Mais um policial militar assassinado a tiros. Ato criminoso foi no Tenoné https://t.co/JO3nzBDig7 https://t.co/CyckrvhcBS,2019-05-17 12:34:05 UTC
Radio Web Juazeiro,"CASAL É ASSASSINADO COM VÁRIOS DISPARO DE ARMA DE FOGO EM JUAZEIRO, BA https://t.co/ytyuWwplba https://t.co/9ZG6B2sRUN",2019-05-17 12:33:04 UTC
rondoniadinamica,"""Mundo ainda não fez nada"", diz noiva de jornalista assassinado https://t.co/D6h2ght3r1 https://t.co/bf5h0vu43w",2019-05-17 12:30:34 UTC
oliberal.com,"#maislidas
Ele teria sido morto a tiros por executores em carro prata. https://t.co/bgw9L0lSXh",2019-05-17 12:30:00 UTC
Fato Amazônico,"""Mundo ainda não fez nada"", diz noiva de jornalista assassinado https://t.co/hJV914WSKg via @fatoamazonico",2019-05-17 12:20:35 UTC
UOL Notícias,"""O mundo ainda não fez nada"", afirma noiva de jornalista assassinado https://t.co/3XQGByyaOu",2019-05-17 12:16:51 UTC
Plox,Tá no Plox! https://t.co/TXkKALJGjP,2019-05-17 12:11:49 UTC
Minas Hoje,"Noiva de jornalista assassinado diz, ""Mundo ainda não fez nada"" - Minas Hoje https://t.co/4u1OdGhNTk",2019-05-17 12:09:52 UTC
Clebson Amsterdan,Rapaz assassinado na orla da Praia da Conceição em Paulista (PE) https://t.co/tMEQ1yLUQe https://t.co/DI6IvKB8ux,2019-05-17 12:08:06 UTC
Clebson Amsterdan,"Rapaz de 26 anos, assassinado a tiros no Cabo de Santo Agostinho https://t.co/6UBrnY744Q https://t.co/aKQ9oyl1n8",2019-05-17 11:59:08 UTC
Agência Brasil,"""Mundo ainda não fez nada"", diz noiva de jornalista assassinado https://t.co/qrakzuPTOH
📷Divulgação/Reuters© https://t.co/4YN7tYxTb1",2019-05-17 11:50:59 UTC
Clebson Amsterdan,RECIFE: Homem assassinado a tiros no bairro de Afogados https://t.co/DB5Q5MpH2s https://t.co/6OQV1xpTQ7,2019-05-17 11:48:54 UTC
Diário do Poder,"“O mundo ainda não fez nada”, diz noiva de jornalista saudita assassinado https://t.co/kFbJPo6gbe #DiariodoPoder",2019-05-17 11:48:04 UTC
Jornal A Notícia,Homem é assassinado em frente à casa em Joinville https://t.co/N1xK7F4w6C,2019-05-17 11:47:21 UTC
O Iguassú,"""Mundo ainda não fez nada"", diz noiva de jornalista assassinado https://t.co/y1u11lL3jT",2019-05-17 11:39:02 UTC
Jornal Floripa,"""Mundo ainda não fez nada"", diz noiva de jornalista assassinado -  https://t.co/xh4EvQfFVv",2019-05-17 11:36:05 UTC
Faxaju,"“Mundo ainda não fez nada”, diz noiva de jornalista assassinado https://t.co/YiqhToogUQ https://t.co/piOKcRuWbF",2019-05-17 11:31:58 UTC
oliberal.com,"#maislidas
O militar foi surpreendido quando estava saindo para o trabalho. https://t.co/NDIzp3Qu2j",2019-05-17 11:30:00 UTC
caet,eu to muito triste c o hino sendo assassinado,2019-05-17 11:29:19 UTC
Diga Salvador,"""Mundo ainda não fez nada"", diz noiva de jornalista assassinado - https://t.co/ubVfkW2euv https://t.co/Q4Kvy5uT2W",2019-05-17 11:27:56 UTC
Igor Paccini goes JUNTOS E SHALLOW NOW,@iamwitnessing assassinado com bondade,2019-05-17 11:26:41 UTC
Jornal Floripa,"""Mundo ainda não fez nada"", diz noiva de jornalista assassinado -  https://t.co/pa8PuelHU9",2019-05-17 11:18:29 UTC
Fravo,Flaviao quase foi assassinado. Esqueci de desligar os meus despertadores. Eu nao ouvi mas tenho certeza que o buzao inteiro ouviu.,2019-05-17 11:15:58 UTC
Beto IDNews,"“Mundo ainda não fez nada”, diz noiva de jornalista assassinado https://t.co/xBF18yoNzj",2019-05-17 11:03:24 UTC
Intentona Comunista,“Quando a polícia dele vai parar de matar trabalhadores e pai de família?” - diz mãe de atleta assassinado no Alemão https://t.co/nwQSRx67pE,2019-05-17 11:01:52 UTC
Jornal O Columinho,"PROFESSOR FOI ASSASSINADO COM GOLPES DE FACA, ASFIXIADO E TEVE O CORPO QUEIMADO. https://t.co/9NP6ds1VrX",2019-05-17 10:47:56 UTC
W Rádio Brasil,"“Mundo ainda não fez nada”, diz noiva de jornalista assassinado https://t.co/Suvu1gIQy8",2019-05-17 10:40:49 UTC
Rádio Porto Feliz,Homem é assassinado a facadas em frente a bar no Oeste -  https://t.co/mdgBikQXlb via @radioportofeliz,2019-05-17 10:34:32 UTC
Jornal Cotia Agora,"Taxista é assassinado em Cotia e Polícia Civil busca pistas do criminoso
https://t.co/GboUv76yGT",2019-05-17 10:07:45 UTC
AcordaCidade.com.br,Homem é assassinado com vários tiros em residencial no bairro Santo Antônio dos Prazeres https://t.co/89YLO76Rzs,2019-05-17 09:48:50 UTC
Matheus Kirton,@marcofeliciano @felipeneto @jairbolsonaro Quase foi assassinado????! Globo está perdendo Bolsonaro!,2019-05-17 09:20:41 UTC
gilberto de faria,Colaborador de vereador ouvido no caso Marielle Franco é assassinado no Rio https://t.co/IBPg18JR51,2019-05-17 09:12:41 UTC
Kalyne Lima,"Quem vai pagar pela morte do professor Jean Rodrigo, assassinado na frente do filho? https://t.co/BvrLhmxrAx",2019-05-17 08:55:27 UTC
Jeff Adam,Colaborador de vereador ouvido no caso Marielle Franco é assassinado no Rio https://t.co/usFbmZeGTo,2019-05-17 08:49:00 UTC
Cláudio Merlo 🇧🇷🇧🇷🏋️‍♂️ 🕴,"Eu também vou processá -la !
Pelo ""assassinado"" ininterrupto da língua portuguesa, por décadas. 
CRIMINOSA https://t.co/l0Os2qKkj7",2019-05-17 08:24:26 UTC
Marvin,Colaborador de vereador ouvido no caso Marielle Franco é assassinado no Rio https://t.co/JiOrLoRYig,2019-05-17 07:50:53 UTC
Leonardo Porto,Colaborador de vereador ouvido no caso Marielle Franco é assassinado no Rio https://t.co/fAl4uk6aQx,2019-05-17 05:51:32 UTC
Vôte...Espia só,"Quem vai pagar pela morte do professor Jean Rodrigo, assassinado na frente do filho? https://t.co/GjPSpA9OQP",2019-05-17 04:36:54 UTC
Wendson👉🏻🇧🇷👉🏻,@rogerio_sc @DamaresAlves @jairbolsonaro Verdade... no primeiro trimestre o povo até desistiu de ser assassinado...,2019-05-17 04:30:45 UTC
SUSSU❤tranquilinha como um furacão 😊💥💣,"@alexandre12_sep Um vídeo de um cara sendo assassinado a golpes de facão,  tá rodando na TL",2019-05-17 03:14:39 UTC
Kafka Anatércio 📜,É sério que precisa mesmo rt pra tantas pessoas o vídeo de um cara sendo assassinado?,2019-05-17 03:07:50 UTC
atelophobia,a estrela foi brutalmente assassinada,2019-05-17 14:32:08 UTC
ENFP safada,eu não acredito que acabei de ser assassinada https://t.co/PmpEbnOd5g,2019-05-17 13:52:02 UTC
spelling and having fun,e a estrela da gaga que nasceu e foi assassinada pela paula fernandes?,2019-05-17 13:32:29 UTC
Rafa Cavalhieri,@mariadorosario Vc deveria ser assassinada “sem querer” fdp,2019-05-17 13:24:33 UTC
Bianca Figueira,"Mais uma... 😥😥😥

URGENTE: Mais uma Trans, assassinada nesta madrugada na Barra Funda, zona Oeste de São Paulo. https://t.co/0cGaS5Vd0Z",2019-05-17 12:10:45 UTC
Eduardo,#morreumaestrela assassinada por essa versão https://t.co/3MQKKKhM8I,2019-05-17 12:05:23 UTC
First of His Name,"Em memória da música Shallow, que foi covardemente assassinada por Paula Fernandes.

⭐️2018
✝️2019

#morreumaestrela",2019-05-17 11:40:16 UTC
is a poc,Hoje uma estrela foi assassinada https://t.co/DeiPEHBLXs,2019-05-17 11:23:29 UTC
TVI,Grávida é assassinada e bebé removido à força nos EUA https://t.co/EBv4rGhy5m,2019-05-17 11:04:44 UTC
tvi24 Últimas,Grávida é assassinada e bebé removido à força nos EUA https://t.co/2KJZlyFhSX,2019-05-17 10:55:32 UTC
tvi24,Grávida é assassinada e bebé removido à força nos EUA https://t.co/ugtul9dfWe,2019-05-17 10:55:27 UTC
Tony Esterco,Morre uma estrela assassinada pela Paula Fernandes e pelo Luan Santana,2019-05-17 10:13:37 UTC
風間,próximo ep de got quero ver a mad queen vulgo daenerys sendo assassinada por um novo regicida já q o antigo morreu,2019-05-17 04:32:39 UTC
Dudu Gama,"@BolsonaroSP Mariele? A Marielle foi aquela guerreira assassinada pelos vizinhos de seu papi, Biruliro. Seu boca de chorume!",2019-05-17 03:31:33 UTC
M. VINÍCIUS,É oficial! Shallow foi assassinada por Paula Fernandes e Luan Santana,2019-05-17 03:31:05 UTC
fracassada,"próxima vez que eu ver a Carol, eu vou ser assassinada",2019-05-17 02:58:08 UTC
barbara,"e ainda destrata a mae
minina sua mae vai ser assassinada cuida agora que depois nap adianta chorar em cima do caixão",2019-05-17 02:20:39 UTC
buzar,NÃO PONHAM VÍDEO DE GENTE SENDO ASSASSINADA NA MEU TWITTER CARALHO EU TO CHORANDO PORRA,2019-05-17 02:19:58 UTC
Claudia Froio,Concordo. Um enredo incrível e tão assassinada. Lamentável! https://t.co/mpjT7uxvJs,2019-05-17 02:03:14 UTC
maria de lourdes,"AI A LINGUA MATTER E  ASSASSINADA AINDA NAS NOSSAS UNIVERSIDADES, UMA VERGONHA. https://t.co/9XYlSyXS0v",2019-05-17 01:50:47 UTC
a girl has no name,sendo brutalmente assassinada pelas cólicas,2019-05-17 01:40:34 UTC
Heloísa🔨,Cada dia que passa eu tenho mais medo de morrer assassinada,2019-05-17 01:08:51 UTC
Portal dos Livreiros,"[Livro] Crônica da Casa Assassinada (Lúcio Cardoso) [Bruguera, 1970] https://t.co/T6lM54z545",2019-05-17 00:26:33 UTC
marco,"@actuallylucas Nossa, muito ingênuo eu...achei que tava morta na sauna, assassinada 😂😂😂",2019-05-17 00:19:29 UTC
ℬ🦉,A guria que ia fazer os exposed foi assassinada?  Ou foi só pra ganhar biscoito que deixou todo mundo curioso? https://t.co/RPc7TlCo5W,2019-05-16 23:38:51 UTC
Mauríciotui,@brumelianebrum Rio de Janeiro estado mais seguro do país em 428 dias só a Mariele foi assassinada.,2019-05-16 23:30:37 UTC
Um paradoxo estendido na areia,@igorrealequatro Reagiria tão bem que seria assassinada ou presa.,2019-05-16 23:30:01 UTC
Ana,"faz hoje 6 anos que uma prima minha foi assassinada nos EUA por um polícia

the world will never change :)",2019-05-16 23:15:03 UTC
wanderlene fernandes,"@marisjulis @macunaimaz @jairbolsonaro Agora ...
Que saudade de quando uma mulher nunca era assassinada",2019-05-16 22:40:36 UTC
Carol Fianna ☭,Quando essa violência e essas fobias vão acabar. 😭😭😭 https://t.co/PMKWzk7660,2019-05-16 22:08:50 UTC
Diário Sobralense,BARBÁRIE: Parente afirma que jovem assassinada em Sobral foi atraída para o local do crime https://t.co/PSDgJWsCYc https://t.co/hV9AJ0R9u3,2019-05-16 22:01:32 UTC
☢️ giov (chernobyl) ☣️,só esperando eu ser assassinada aqui na escola,2019-05-16 21:10:54 UTC
hestranha,eu tenho um sonho recorrente que eu sou assassinada ao som de smells like teen spirit,2019-05-16 20:27:33 UTC
OmeioArtístico,Câmera Record mostra o drama de quem teve a mãe assassinada pelo companheiro https://t.co/DJGEBDvMQ7 https://t.co/gXW8mXALtC,2019-05-16 20:03:32 UTC
Lucas,mano como vcs conseguem ver vídeo de gente sendo assassinada?????,2019-05-16 19:24:40 UTC
renjun comunista / thay,@sunsncit claramente quer ser assassinada,2019-05-16 19:24:25 UTC
Ipu Online,Quatro pessoas são presas por agredir jovem assassinada em Sobral https://t.co/FnBXYg0Rw5 https://t.co/Kt0jAGMucx,2019-05-16 18:56:02 UTC
🕷slut,como vcs tem coragem de compartilhar video de gente sendo assassinada?????? vcs são doentes,2019-05-16 18:55:47 UTC
Ipu Online,Travesti é assassinada com tiros na cabeça e no peito https://t.co/ey9GMkyDpD https://t.co/HNRvZKlnRz,2019-05-16 18:42:18 UTC
Tribuna do Ceará,"Família de transexual morta a pauladas em São Paulo lutará por justiça
https://t.co/VSdStlW64E",2019-05-16 18:21:09 UTC
Sobral 24 Horas,BARBÁRIE: Parente afirma que jovem assassinada em Sobral foi atraída para o local do crime https://t.co/sEOTQValrO,2019-05-16 18:20:42 UTC
Sobral 24 Horas,BARBÁRIE: Parente afirma que jovem assassinada em Sobral foi atraída para o local do crime https://t.co/XybmuaSzzC,2019-05-16 18:07:49 UTC
Jacque Chanel Trans,"URGENTE: Mais uma Trans, assassinada nesta madrugada na Barra Funda, zona Oeste de São Paulo.",2019-05-16 17:28:44 UTC
Ric ❌,"@murilocxr @ariellelorrane1 Morreu...foi assassinada, acho q em 2017",2019-05-16 16:47:00 UTC
⇢Ꮮᥱᥣιs tá doente,"@lilsunlover se eu fizer isso, eu meio que sou assassinada kk",2019-05-16 15:56:10 UTC
Bruks,pqp a menina que foi assassinada que tristeza,2019-05-16 15:50:29 UTC
Luciano.Goya,@Xuxait @brumelianebrum A vereadora q foi assassinada pelo vizinho do Bolsonaro .,2019-05-16 15:27:35 UTC
operárialetrada,"estafada:  ""velha, exausta, morta, gasta, alquebrada, assassinada, desatualizada, esbodegada, estragada."" By Aurélio.",2019-05-16 15:05:55 UTC
Renata Passari,"@Biakicis Nossa, a língua portuguesa foi assassinada ali! “Me TRAZI muita tristeza” 🤣",2019-05-16 14:18:16 UTC
pau la,eu não posso nem cogitar a ideia de pegar um blablacar que minha mãe já faz um escândalo dizendo que eu vou ser assassinada,2019-05-16 13:55:57 UTC
lily peripatética loves corey,ta cancelado o assassinato da maristella (POR HOJE APENAS),2019-05-17 15:15:52 UTC
Pri ❤️,"@ToledoKananda @Gabriela_CdeS_ Seguras?
Uma criança morre no procedimento, correto?
Não existe assassinato seguro para a vítima 😉",2019-05-17 15:04:53 UTC
izabol,infelizmente é crime cometer assassinato,2019-05-17 14:58:48 UTC
Sub Zero,É o cara ficar em baixa que aparece tentativa de assassinato. ~Coincidências~ https://t.co/iO1L7bYVS4,2019-05-17 14:57:54 UTC
quero comprimidos,@nishioandre Então falhei em ser zootecnista (profissional que 90% ganha dinheiro com o assassinato de animais e não sou professora),2019-05-17 14:54:13 UTC
Bárbara,hj eh perfeito p passar o dia assistindo uma série de investigação/assassinato,2019-05-17 14:51:43 UTC
CGN™,Faca usada em assassinato no Verona foi apreendida https://t.co/X66DJJot7p,2019-05-17 14:49:19 UTC
ᴱᵈᵘᵃʳᵈᵒ🇩🇺🇩🇺,"@RodstarCicero @FoxSportsBrasil Aquilo foi acidente!

Isso aqui foi assassinato 👇👇 https://t.co/FXAtjzKfJN",2019-05-17 14:48:01 UTC
Henrique Begatti,@GulagCanavieiro Será que nisso rasgam logo que a família bozo tem a ver com o assassinato da Marielle?,2019-05-17 14:46:31 UTC
Sor Brienne of Tarth,Cutuca que vão achar os mandantes do assassinato da Marielle https://t.co/5RCfXqoc7T,2019-05-17 14:45:50 UTC
CBN Maringá,Polícia vai fazer reconstituição do assassinato #CBNMaringá #NoArNaCBN https://t.co/YQ5O9cRJs8,2019-05-17 14:44:42 UTC
A.manda,"@natzinha092 Ainda assim, pode ser seu faro aguçado detectando o iminente assassinato do vizinho...",2019-05-17 14:43:47 UTC
Jose Eduardo,"@Furlantricolor @jorgelordello Vc falou Polícia, se metesse ""chumbo"" em pessoa desarmada seria assassinato e covardia.",2019-05-17 14:42:21 UTC
Milton Mesquita,"@berrerices Suicídio não, mas assassinato é numa freqüência super saudável. 😂",2019-05-17 14:28:22 UTC
lita,Um  assassinato💔 https://t.co/KdlFZnGmGS,2019-05-17 14:23:19 UTC
Diego,@JornalOGlobo Filho do condenado como mandante de assassinato?,2019-05-17 14:22:54 UTC
Dokye Lore,@Gustavo55085805 @CaioEduardodos4 @Siune_smash @g0ulaarte Se você quiser cometer um assassinato....,2019-05-17 14:19:33 UTC
Correio do Vale,Imagens de câmeras de monitoramento registraram o assassinato a facadas de um haitiano de 25 anos no https://t.co/yb0C95zEEr,2019-05-17 14:19:02 UTC
cams,"[17/5 11:16] Liaju: Porra
[17/5 11:16] Liaju: Pra mim eh assassinato próprio
[17/5 11:16] Liaju: Suicídio eu quis dizer",2019-05-17 14:17:15 UTC
Newronio ESPM,"'Deadly Class': intrigas, adolescência e assassinato - https://t.co/TRroRXscl5 https://t.co/bT0TtcZXI5",2019-05-17 14:16:57 UTC
Paulo Marcio,Com relação ao assassinato da Marielle e do Anderson.  SERÁ QUE SÓ EU ACHEI ISSO ESTRANHO? https://t.co/61NPEDWxiO,2019-05-17 14:13:50 UTC
